103:2, 0.0181807
103:3, 1.3211
104:1, 0.0181807
104:2, 1.3211
104:3, 0.478785
105:1, 1.33548
105:2, 0.49187
105:3, 0.0181807
106:1, 0.0181807
106:2, 1.3211
106:3, 0.478785
107:1, 1.3211
107:2, 0.478785
107:3, 0.0373749
108:1, 0.478785
108:2, 0.0373749
108:3, 1.3053
109:1, 0.0373749
109:2, 1.3053
109:3, 0.478785
110:1, 1.3053
110:2, 0.478785
110:3, 0.0267102
111:1, 0.478785
111:2, 0.0373749
111:3, 1.3053
112:1, 1.3053
112:2, 0.478785
112:3, 0.0267102
113:1, 0.478785
113:2, 0.0267102
113:3, 1.30997
114:1, 0.0267102
114:2, 1.30997
114:3, 0.49187
115:1, 1.30997
115:2, 0.49187
115:3, 0.0249223
116:1, 0.49187
116:2, 0.0249223
116:3, 1.30946
117:1, 0.0267102
117:2, 1.30997
117:3, 0.49187
118:1, 0.49187
118:2, 0.0249223
118:3, 1.30946
119:1, 0.0249223
119:2, 1.30946
119:3, 0.49187
120:1, 1.30946
120:2, 0.49187
120:3, 0.0372069
121:1, 0.49187
121:2, 0.0372069
121:3, 1.30375
122:1, 0.0372069
122:2, 1.30375
122:3, 0.0567707
123:1, 1.30946
123:2, 0.49187
123:3, 0.0372069
124:1, 0.0372069
124:2, 1.30375
124:3, 0.0567707
125:1, 1.30375
125:2, 0.0567707
125:3, 0.0555668
126:1, 0.0567707
126:2, 0.0555668
126:3, 1.4001
127:1, 0.0555668
127:2, 1.4001
127:3, 0.0621849
128:1, 1.4001
128:2, 0.0621849
128:3, 0.0338856
129:1, 0.0567707
129:2, 0.0555668
129:3, 1.4001
130:1, 1.4001
130:2, 0.0621849
130:3, 0.0338856
131:1, 0.0621849
131:2, 0.0338856
131:3, 1.39909
132:1, 0.0338856
132:2, 1.39909
132:3, 0.0606637
133:1, 1.39909
133:2, 0.0606637
133:3, 0.0349699
134:1, 0.0606637
134:2, 0.0349699
134:3, 1.41327
135:1, 0.0338856
135:2, 1.39909
135:3, 0.0606637
136:1, 0.0606637
136:2, 0.0349699
136:3, 1.41327
137:1, 0.0349699
137:2, 1.41327
137:3, 0.0554688
138:1, 1.41327
138:2, 0.0554688
138:3, 0.0585991
139:1, 0.0554688
139:2, 0.0585991
139:3, 1.41338
140:1, 0.0585991
140:2, 1.41338
140:3, 0.478785
141:1, 1.41327
141:2, 0.0554688
141:3, 0.0585991
142:1, 0.0585991
142:2, 1.41338
142:3, 0.478785
143:1, 1.41338
143:2, 0.478785
143:3, 0.0601313
144:1, 0.478785
144:2, 0.0601313
144:3, 1.33123
145:1, 0.0601313
145:2, 1.33123
145:3, 0.478785
146:1, 1.33123
146:2, 0.478785
146:3, 0.0586822
147:1, 0.478785
147:2, 0.0601313
147:3, 1.33123
148:1, 1.33123
148:2, 0.478785
148:3, 0.0586822
149:1, 0.478785
149:2, 0.0586822
149:3, 1.31659
150:1, 0.0586822
150:2, 1.31659
150:3, 0.49187
151:1, 1.31659
151:2, 0.49187
151:3, 0.0603458
152:1, 0.49187
152:2, 0.0603458
152:3, 1.31644
153:1, 0.0586822
153:2, 1.31659
153:3, 0.49187
154:1, 0.49187
154:2, 0.0603458
154:3, 1.31644
155:1, 0.0603458
155:2, 1.31644
155:3, 0.49187
156:1, 1.31644
156:2, 0.49187
156:3, 0.0618504
157:1, 0.49187
157:2, 0.0618504
157:3, 1.33088
158:1, 0.0618504
158:2, 1.33088
158:3, 0.041235
159:1, 1.31644
159:2, 0.49187
159:3, 0.0618504
160:1, 0.0618504
160:2, 1.33088
160:3, 0.041235
161:1, 1.33088
161:2, 0.041235
161:3, -0.000431929
162:1, 0.041235
162:2, -0.000431929
162:3, 1.3888
163:1, -0.000431929
163:2, 1.3888
163:3, 0.0133166
164:1, 1.3888
164:2, 0.0133166
164:3, -0.00661765
165:1, 0.041235
165:2, -0.000431929
165:3, 1.3888
166:1, 1.3888
166:2, 0.0133166
166:3, -0.00661765
167:1, 0.0133166
167:2, -0.00661765
167:3, 1.38614
168:1, -0.00661765
168:2, 1.38614
168:3, 0.00945904
169:1, 1.38614
169:2, 0.00945904
169:3, -0.00978637
170:1, 0.00945904
170:2, -0.00978637
170:3, 1.3972
171:1, -0.00661765
171:2, 1.38614
171:3, 0.00945904
172:1, 0.00945904
172:2, -0.00978637
172:3, 1.3972
173:1, -0.00978637
173:2, 1.3972
173:3, 0.0391039
174:1, 1.3972
174:2, 0.0391039
174:3, -0.00280408
175:1, 0.0391039
175:2, -0.00280408
175:3, 1.40269
176:1, -0.00280408
176:2, 1.40269
176:3, 0.478785
177:1, 1.3972
177:2, 0.0391039
177:3, -0.00280408
178:1, -0.00280408
178:2, 1.40269
178:3, 0.478785
179:1, 1.40269
179:2, 0.478785
179:3, 0.0313176
180:1, 0.478785
180:2, 0.0313176
180:3, 1.34446
181:1, 0.0313176
181:2, 1.34446
181:3, 0.478785
182:1, 1.34446
182:2, 0.478785
182:3, 0.042732
183:1, 0.478785
183:2, 0.0313176
183:3, 1.34446
184:1, 1.34446
184:2, 0.478785
184:3, 0.042732
185:1, 0.478785
185:2, 0.042732
185:3, 1.3462
186:1, 0.042732
186:2, 1.3462
186:3, 0.49187
187:1, 1.3462
187:2, 0.49187
187:3, 0.0427964
188:1, 0.49187
188:2, 0.0427964
188:3, 1.34787
189:1, 0.042732
189:2, 1.3462
189:3, 0.49187
190:1, 0.49187
190:2, 0.0427964
190:3, 1.34787
191:1, 0.0427964
191:2, 1.34787
191:3, 0.49187
192:1, 1.34787
192:2, 0.49187
192:3, 0.0296126
193:1, 0.49187
193:2, 0.0296126
193:3, 1.34548
194:1, 0.0296126
194:2, 1.34548
194:3, 0.478785
195:1, 1.34787
195:2, 0.49187
195:3, 0.0296126
196:1, 0.0296126
196:2, 1.34548
196:3, 0.478785
197:1, 1.34548
197:2, 0.478785
197:3, 0.0267102
198:1, 0.478785
198:2, 0.0267102
198:3, 1.30997
199:1, 0.0267102
199:2, 1.30997
199:3, 0.478785
200:1, 1.30997
200:2, 0.478785
200:3, 0.019932
201:1, 0.478785
201:2, 0.0267102
201:3, 1.30997
202:1, 1.30997
202:2, 0.478785
202:3, 0.019932
203:1, 0.478785
203:2, 0.019932
203:3, 1.32063
204:1, 0.019932
204:2, 1.32063
204:3, 0.49187
205:1, 1.32063
205:2, 0.49187
205:3, 0.0181807
206:1, 0.49187
206:2, 0.0181807
206:3, 1.3211
207:1, 0.019932
207:2, 1.32063
207:3, 0.49187
208:1, 0.49187
208:2, 0.0181807
208:3, 1.3211
209:1, 0.0181807
209:2, 1.3211
209:3, 0.49187
210:1, 1.3211
210:2, 0.49187
210:3, 0.0249223
211:1, 0.49187
211:2, 0.0249223
211:3, 1.30946
212:1, 0.0249223
212:2, 1.30946
212:3, 0.055894
213:1, 1.3211
213:2, 0.49187
213:3, 0.0249223
214:1, 0.0249223
214:2, 1.30946
214:3, 0.055894
215:1, 1.30946
215:2, 0.055894
215:3, 0.0142639
216:1, 0.055894
216:2, 0.0142639
216:3, 1.39505
217:1, 0.0142639
217:2, 1.39505
217:3, 0.041235
218:1, 1.39505
218:2, 0.041235
218:3, -0.000431929
219:1, 0.055894
219:2, 0.0142639
219:3, 1.39505
220:1, 1.39505
220:2, 0.041235
220:3, -0.000431929
221:1, 0.041235
221:2, -0.000431929
221:3, 1.3888
222:1, -0.000431929
222:2, 1.3888
222:3, 0.0391039
223:1, 1.3888
223:2, 0.0391039
223:3, -0.00280408
224:1, 0.0391039
224:2, -0.00280408
224:3, 1.40269
225:1, -0.000431929
225:2, 1.3888
225:3, 0.0391039
226:1, 0.0391039
226:2, -0.00280408
226:3, 1.40269
227:1, -0.00280408
227:2, 1.40269
227:3, 0.0539499
228:1, 1.40269
228:2, 0.0539499
228:3, 0.0135757
229:1, 0.0539499
229:2, 0.0135757
229:3, 1.40914
230:1, 0.0135757
230:2, 1.40914
230:3, 0
231:1, 1.40269
231:2, 0.0539499
231:3, 0.0135757
232:1, 0.0135757
232:2, 1.40914
232:3, 0
233:1, 1.40914
233:2, 0
233:3, 0.0847763
234:1, 0
234:2, 0.0847763
234:3, 1.40172
235:1, 0.0847763
235:2, 1.40172
235:3, 0.0178
236:1, 1.40172
236:2, 0.0178
236:3, 0.0822953
237:1, 0
237:2, 0.0847763
237:3, 1.40172
238:1, 1.40172
238:2, 0.0178
238:3, 0.0822953
239:1, 0.0178
239:2, 0.0822953
239:3, 1.40186
240:1, 0.0822953
240:2, 1.40186
240:3, 0.0166167
241:1, 1.40186
241:2, 0.0166167
241:3, 0.0865878
242:1, 0.0166167
242:2, 0.0865878
242:3, 1.41275
243:1, 0.0822953
243:2, 1.40186
243:3, 0.0166167
244:1, 0.0166167
244:2, 0.0865878
244:3, 1.41275
245:1, 0.0865878
245:2, 1.41275
245:3, 0
246:1, 1.41275
246:2, 0
246:3, 0.0891029
247:1, 0
247:2, 0.0891029
247:3, 1.41231
248:1, 0.0891029
248:2, 1.41231
248:3, 0.0133166
249:1, 1.41275
249:2, 0
249:3, 0.0891029
250:1, 0.0891029
250:2, 1.41231
250:3, 0.0133166
251:1, 1.41231
251:2, 0.0133166
251:3, -0.00661765
252:1, 0.0133166
252:2, -0.00661765
252:3, 1.38614
253:1, -0.00661765
253:2, 1.38614
253:3, 0
254:1, 1.38614
254:2, 0
254:3, -0.00944909
255:1, 0.0133166
255:2, -0.00661765
255:3, 1.38614
256:1, 1.38614
256:2, 0
256:3, -0.00944909
257:1, 0
257:2, -0.00944909
257:3, 1.38547
258:1, -0.00944909
258:2, 1.38547
258:3, 0
259:1, 1.38547
259:2, 0
259:3, -0.0108229
260:1, 0
260:2, -0.0108229
260:3, 1.39771
261:1, -0.00944909
261:2, 1.38547
261:3, 0
262:1, 0
262:2, -0.0108229
262:3, 1.39771
263:1, -0.0108229
263:2, 1.39771
263:3, 0.00945904
264:1, 1.39771
264:2, 0.00945904
264:3, -0.00978637
265:1, 0.00945904
265:2, -0.00978637
265:3, 1.3972
266:1, -0.00978637
266:2, 1.3972
266:3, 0.478785
267:1, 1.39771
267:2, 0.00945904
267:3, -0.00978637
268:1, -0.00978637
268:2, 1.3972
268:3, 0.478785
269:1, 1.3972
269:2, 0.478785
269:3, 0.0586822
270:1, 0.478785
270:2, 0.0586822
270:3, 1.31659
271:1, 0.0586822
271:2, 1.31659
271:3, 0.478785
272:1, 1.31659
272:2, 0.478785
272:3, 0.0489295
273:1, 0.478785
273:2, 0.0586822
273:3, 1.31659
274:1, 1.31659
274:2, 0.478785
274:3, 0.0489295
275:1, 0.478785
275:2, 0.0489295
275:3, 1.30713
276:1, 0.0489295
276:2, 1.30713
276:3, 0.49187
277:1, 1.30713
277:2, 0.49187
277:3, 0.0506094
278:1, 0.49187
278:2, 0.0506094
278:3, 1.30621
279:1, 0.0489295
279:2, 1.30713
279:3, 0.49187
280:1, 0.49187
280:2, 0.0506094
280:3, 1.30621
281:1, 0.0506094
281:2, 1.30621
281:3, 0.49187
282:1, 1.30621
282:2, 0.49187
282:3, 0.0603458
283:1, 0.49187
283:2, 0.0603458
283:3, 1.31644
284:1, 0.0603458
284:2, 1.31644
284:3, 0.0178
285:1, 1.30621
285:2, 0.49187
285:3, 0.0603458
286:1, 0.0603458
286:2, 1.31644
286:3, 0.0178
287:1, 1.31644
287:2, 0.0178
287:3, 0.0822953
288:1, 0.0178
288:2, 0.0822953
288:3, 1.40186
289:1, 0.0822953
289:2, 1.40186
289:3, 0.0380626
290:1, 1.40186
290:2, 0.0380626
290:3, 0.0731592
291:1, 0.0178
291:2, 0.0822953
291:3, 1.40186
292:1, 1.40186
292:2, 0.0380626
292:3, 0.0731592
293:1, 0.0380626
293:2, 0.0731592
293:3, 1.40121
294:1, 0.0731592
294:2, 1.40121
294:3, 0.0369187
295:1, 1.40121
295:2, 0.0369187
295:3, 0.0771945
296:1, 0.0369187
296:2, 0.0771945
296:3, 1.41309
297:1, 0.0731592
297:2, 1.40121
297:3, 0.0369187
298:1, 0.0369187
298:2, 0.0771945
298:3, 1.41309
299:1, 0.0771945
299:2, 1.41309
299:3, 0.0166167
300:1, 1.41309
300:2, 0.0166167
300:3, 0.0865878
301:1, 0.0166167
301:2, 0.0865878
301:3, 1.41275
302:1, 0.0865878
302:2, 1.41275
302:3, 0.478785
303:1, 1.41309
303:2, 0.0166167
303:3, 0.0865878
304:1, 0.0865878
304:2, 1.41275
304:3, 0.478785
305:1, 1.41275
305:2, 0.478785
305:3, 0.0532047
306:1, 0.478785
306:2, 0.0532047
306:3, 1.34175
307:1, 0.0532047
307:2, 1.34175
307:3, 0.478785
308:1, 1.34175
308:2, 0.478785
308:3, 0.0601313
309:1, 0.478785
309:2, 0.0532047
309:3, 1.34175
310:1, 1.34175
310:2, 0.478785
310:3, 0.0601313
311:1, 0.478785
311:2, 0.0601313
311:3, 1.33123
312:1, 0.0601313
312:2, 1.33123
312:3, 0.49187
313:1, 1.33123
313:2, 0.49187
313:3, 0.0618504
314:1, 0.49187
314:2, 0.0618504
314:3, 1.33088
315:1, 0.0601313
315:2, 1.33123
315:3, 0.49187
316:1, 0.49187
316:2, 0.0618504
316:3, 1.33088
317:1, 0.0618504
317:2, 1.33088
317:3, 0.49187
318:1, 1.33088
318:2, 0.49187
318:3, 0.0548725
319:1, 0.49187
319:2, 0.0548725
319:3, 1.34247
320:1, 0.0548725
320:2, 1.34247
320:3, 0.427159
321:1, 1.33088
321:2, 0.49187
321:3, 0.0548725
322:1, 0.0548725
322:2, 1.34247
322:3, 0.427159
323:1, 1.34247
323:2, 0.427159
323:3, 0.0166754
324:1, 0.427159
324:2, 0.0166754
324:3, 1.32069
325:1, 0.0166754
325:2, 1.32069
325:3, 0.427159
326:1, 1.32069
326:2, 0.427159
326:3, 0.0249102
327:1, 0.427159
327:2, 0.0166754
327:3, 1.32069
328:1, 1.32069
328:2, 0.427159
328:3, 0.0249102
329:1, 0.427159
329:2, 0.0249102
329:3, 1.30719
330:1, 0.0249102
330:2, 1.30719
330:3, 0.49187
331:1, 1.30719
331:2, 0.49187
331:3, 0.0249223
332:1, 0.49187
332:2, 0.0249223
332:3, 1.30946
333:1, 0.0249102
333:2, 1.30719
333:3, 0.49187
334:1, 0.49187
334:2, 0.0249223
334:3, 1.30946
335:1, 0.0249223
335:2, 1.30946
335:3, 0.49187
336:1, 1.30946
336:2, 0.49187
336:3, 0.0181807
337:1, 0.49187
337:2, 0.0181807
337:3, 1.3211
338:1, 0.0181807
338:2, 1.3211
338:3, 0.427159
339:1, 1.30946
339:2, 0.49187
339:3, 0.0181807
340:1, 0.0181807
340:2, 1.3211
340:3, 0.427159
341:1, 1.3211
341:2, 0.427159
341:3, 0.0249102
342:1, 0.427159
342:2, 0.0249102
342:3, 1.30719
343:1, 0.0249102
343:2, 1.30719
343:3, 0.427159
344:1, 1.30719
344:2, 0.427159
344:3, 0.038579
345:1, 0.427159
345:2, 0.0249102
345:3, 1.30719
346:1, 1.30719
346:2, 0.427159
346:3, 0.038579
347:1, 0.427159
347:2, 0.038579
347:3, 1.30118
348:1, 0.038579
348:2, 1.30118
348:3, 0.49187
349:1, 1.30118
349:2, 0.49187
349:3, 0.0372069
350:1, 0.49187
350:2, 0.0372069
350:3, 1.30375
351:1, 0.038579
351:2, 1.30118
351:3, 0.49187
352:1, 0.49187
352:2, 0.0372069
352:3, 1.30375
353:1, 0.0372069
353:2, 1.30375
353:3, 0.49187
354:1, 1.30375
354:2, 0.49187
354:3, 0.0249223
355:1, 0.49187
355:2, 0.0249223
355:3, 1.30946
356:1, 0.0249223
356:2, 1.30946
356:3, 0.427159
357:1, 1.30375
357:2, 0.49187
357:3, 0.0249223
358:1, 0.0249223
358:2, 1.30946
358:3, 0.427159
359:1, 1.30946
359:2, 0.427159
359:3, 0.038579
360:1, 0.427159
360:2, 0.038579
360:3, 1.30118
361:1, 0.038579
361:2, 1.30118
361:3, 0.427159
362:1, 1.30118
362:2, 0.427159
362:3, 0.05364
363:1, 0.427159
363:2, 0.038579
363:3, 1.30118
364:1, 1.30118
364:2, 0.427159
364:3, 0.05364
365:1, 0.427159
365:2, 0.05364
365:3, 1.30396
366:1, 0.05364
366:2, 1.30396
366:3, 0.49187
367:1, 1.30396
367:2, 0.49187
367:3, 0.0506094
368:1, 0.49187
368:2, 0.0506094
368:3, 1.30621
369:1, 0.05364
369:2, 1.30396
369:3, 0.49187
370:1, 0.49187
370:2, 0.0506094
370:3, 1.30621
371:1, 0.0506094
371:2, 1.30621
371:3, 0.49187
372:1, 1.30621
372:2, 0.49187
372:3, 0.0372069
373:1, 0.49187
373:2, 0.0372069
373:3, 1.30375
374:1, 0.0372069
374:2, 1.30375
374:3, 0.427159
375:1, 1.30621
375:2, 0.49187
375:3, 0.0372069
376:1, 0.0372069
376:2, 1.30375
376:3, 0.427159
377:1, 1.30375
377:2, 0.427159
377:3, 0.05364
378:1, 0.427159
378:2, 0.05364
378:3, 1.30396
379:1, 0.05364
379:2, 1.30396
379:3, 0.427159
380:1, 1.30396
380:2, 0.427159
380:3, 0.064562
381:1, 0.427159
381:2, 0.05364
381:3, 1.30396
382:1, 1.30396
382:2, 0.427159
382:3, 0.064562
383:1, 0.427159
383:2, 0.064562
383:3, 1.31514
384:1, 0.064562
384:2, 1.31514
384:3, 0.49187
385:1, 1.31514
385:2, 0.49187
385:3, 0.0603458
386:1, 0.49187
386:2, 0.0603458
386:3, 1.31644
387:1, 0.064562
387:2, 1.31514
387:3, 0.49187
388:1, 0.49187
388:2, 0.0603458
388:3, 1.31644
389:1, 0.0603458
389:2, 1.31644
389:3, 0.49187
390:1, 1.31644
390:2, 0.49187
390:3, 0.0506094
391:1, 0.49187
391:2, 0.0506094
391:3, 1.30621
392:1, 0.0506094
392:2, 1.30621
392:3, 0.427159
393:1, 1.31644
393:2, 0.49187
393:3, 0.0506094
394:1, 0.0506094
394:2, 1.30621
394:3, 0.427159
395:1, 1.30621
395:2, 0.427159
395:3, 0.064562
396:1, 0.427159
396:2, 0.064562
396:3, 1.31514
397:1, 0.064562
397:2, 1.31514
397:3, 0.427159
398:1, 1.31514
398:2, 0.427159
398:3, 0.0666264
399:1, 0.427159
399:2, 0.064562
399:3, 1.31514
400:1, 1.31514
400:2, 0.427159
400:3, 0.0666264
401:1, 0.427159
401:2, 0.0666264
401:3, 1.33215
402:1, 0.0666264
402:2, 1.33215
402:3, 0.49187
403:1, 1.33215
403:2, 0.49187
403:3, 0.0618504
404:1, 0.49187
404:2, 0.0618504
404:3, 1.33088
405:1, 0.0666264
405:2, 1.33215
405:3, 0.49187
406:1, 0.49187
406:2, 0.0618504
406:3, 1.33088
407:1, 0.0618504
407:2, 1.33088
407:3, 0.49187
408:1, 1.33088
408:2, 0.49187
408:3, 0.0603458
409:1, 0.49187
409:2, 0.0603458
409:3, 1.31644
410:1, 0.0603458
410:2, 1.31644
410:3, 0.427159
411:1, 1.33088
411:2, 0.49187
411:3, 0.0603458
412:1, 0.0603458
412:2, 1.31644
412:3, 0.427159
413:1, 1.31644
413:2, 0.427159
413:3, 0.0666264
414:1, 0.427159
414:2, 0.0666264
414:3, 1.33215
415:1, 0.0666264
415:2, 1.33215
415:3, 0.427159
416:1, 1.33215
416:2, 0.427159
416:3, 0.0583516
417:1, 0.427159
417:2, 0.0666264
417:3, 1.33215
418:1, 1.33215
418:2, 0.427159
418:3, 0.0583516
419:1, 0.427159
419:2, 0.0583516
419:3, 1.34594
420:1, 0.0583516
420:2, 1.34594
420:3, 0.49187
421:1, 1.34594
421:2, 0.49187
421:3, 0.0548725
422:1, 0.49187
422:2, 0.0548725
422:3, 1.34247
423:1, 0.0583516
423:2, 1.34594
423:3, 0.49187
424:1, 0.49187
424:2, 0.0548725
424:3, 1.34247
425:1, 0.0548725
425:2, 1.34247
425:3, 0.49187
426:1, 1.34247
426:2, 0.49187
426:3, 0.0618504
427:1, 0.49187
427:2, 0.0618504
427:3, 1.33088
428:1, 0.0618504
428:2, 1.33088
428:3, 0.427159
429:1, 1.34247
429:2, 0.49187
429:3, 0.0618504
430:1, 0.0618504
430:2, 1.33088
430:3, 0.427159
431:1, 1.33088
431:2, 0.427159
431:3, 0.0583516
432:1, 0.427159
432:2, 0.0583516
432:3, 1.34594
433:1, 0.0583516
433:2, 1.34594
433:3, 0.427159
434:1, 1.34594
434:2, 0.427159
434:3, 0.0443686
435:1, 0.427159
435:2, 0.0583516
435:3, 1.34594
436:1, 1.34594
436:2, 0.427159
436:3, 0.0443686
437:1, 0.427159
437:2, 0.0443686
437:3, 1.35201
438:1, 0.0443686
438:2, 1.35201
438:3, 0.49187
439:1, 1.35201
439:2, 0.49187
439:3, 0.0427964
440:1, 0.49187
440:2, 0.0427964
440:3, 1.34787
441:1, 0.0443686
441:2, 1.35201
441:3, 0.49187
442:1, 0.49187
442:2, 0.0427964
442:3, 1.34787
443:1, 0.0427964
443:2, 1.34787
443:3, 0.49187
444:1, 1.34787
444:2, 0.49187
444:3, 0.0548725
445:1, 0.49187
445:2, 0.0548725
445:3, 1.34247
446:1, 0.0548725
446:2, 1.34247
446:3, 0.427159
447:1, 1.34787
447:2, 0.49187
447:3, 0.0548725
448:1, 0.0548725
448:2, 1.34247
448:3, 0.427159
449:1, 1.34247
449:2, 0.427159
449:3, 0.0443686
450:1, 0.427159
450:2, 0.0443686
450:3, 1.35201
451:1, 0.0443686
451:2, 1.35201
